Temperature (K)	Pressure (MPa)	Density (l, mol/l)	Volume (l, l/mol)	Internal Energy (l, kJ/mol)	Enthalpy (l, kJ/mol)	Entropy (l, J/mol*K)	Cv (l, J/mol*K)	Cp (l, J/mol*K)	Sound Spd. (l, m/s)	Joule-Thomson (l, K/MPa)	Viscosity (l, uPa*s)	Therm. Cond. (l, W/m*K)	Surf. Tension (l, N/m)	Density (v, mol/l)	Volume (v, l/mol)	Internal Energy (v, kJ/mol)	Enthalpy (v, kJ/mol)	Entropy (v, J/mol*K)	Cv (v, J/mol*K)	Cp (v, J/mol*K)	Sound Spd. (v, m/s)	Joule-Thomson (v, K/MPa)	Viscosity (v, uPa*s)	Therm. Cond. (v, W/m*K)
347.32	0.037281	54.138	0.018471	5.5942	5.5949	18.120	70.322	75.534	1555.0	-0.19288	381.51	0.66292	0.063732	0.013014	76.838	44.573	47.438	138.59	27.033	35.966	458.03	96.182	11.338	0.022213
347.95	0.038269	54.117	0.018478	5.6413	5.6420	18.255	70.264	75.542	1555.0	-0.19253	378.40	0.66338	0.063620	0.013337	74.978	44.588	47.457	138.43	27.053	35.994	458.39	95.224	11.360	0.022266
348.57	0.039279	54.097	0.018485	5.6884	5.6891	18.390	70.205	75.549	1554.9	-0.19219	375.33	0.66383	0.063507	0.013667	73.170	44.602	47.476	138.27	27.072	36.023	458.76	94.281	11.381	0.022319
349.19	0.040312	54.076	0.018493	5.7355	5.7362	18.525	70.146	75.557	1554.9	-0.19185	372.31	0.66428	0.063394	0.014003	71.413	44.616	47.495	138.11	27.092	36.052	459.12	93.354	11.402	0.022373
349.82	0.041367	54.055	0.018500	5.7825	5.7833	18.660	70.087	75.565	1554.8	-0.19150	369.32	0.66471	0.063281	0.014346	69.705	44.630	47.514	137.95	27.112	36.082	459.48	92.443	11.424	0.022427
350.44	0.042446	54.034	0.018507	5.8296	5.8304	18.795	70.028	75.572	1554.8	-0.19116	366.38	0.66515	0.063168	0.014696	68.045	44.644	47.533	137.79	27.132	36.112	459.84	91.546	11.445	0.022480
351.06	0.043548	54.013	0.018514	5.8767	5.8775	18.929	69.969	75.580	1554.7	-0.19081	363.48	0.66557	0.063054	0.015053	66.431	44.659	47.552	137.64	27.152	36.142	460.20	90.664	11.467	0.022535
351.69	0.044674	53.992	0.018521	5.9238	5.9247	19.063	69.911	75.588	1554.6	-0.19047	360.61	0.66600	0.062941	0.015417	64.862	44.673	47.570	137.48	27.173	36.173	460.55	89.796	11.488	0.022589
352.31	0.045824	53.970	0.018529	5.9709	5.9718	19.197	69.852	75.597	1554.5	-0.19012	357.79	0.66641	0.062827	0.015789	63.336	44.687	47.589	137.32	27.194	36.204	460.91	88.942	11.510	0.022643
352.93	0.046999	53.949	0.018536	6.0181	6.0189	19.330	69.793	75.605	1554.4	-0.18977	355.00	0.66682	0.062713	0.016168	61.852	44.701	47.608	137.17	27.215	36.235	461.27	88.102	11.531	0.022698
353.56	0.048200	53.927	0.018544	6.0652	6.0661	19.464	69.734	75.613	1554.2	-0.18943	352.25	0.66723	0.062598	0.016554	60.409	44.715	47.627	137.01	27.236	36.267	461.62	87.275	11.553	0.022753
354.18	0.049426	53.906	0.018551	6.1123	6.1132	19.597	69.675	75.622	1554.1	-0.18908	349.53	0.66763	0.062484	0.016948	59.005	44.729	47.646	136.86	27.257	36.299	461.97	86.461	11.574	0.022807
354.80	0.050678	53.884	0.018558	6.1594	6.1604	19.730	69.616	75.630	1553.9	-0.18873	346.86	0.66802	0.062369	0.017349	57.639	44.743	47.664	136.71	27.279	36.332	462.33	85.660	11.596	0.022863
355.43	0.051956	53.862	0.018566	6.2066	6.2075	19.863	69.557	75.639	1553.7	-0.18839	344.21	0.66841	0.062255	0.017759	56.310	44.757	47.683	136.56	27.301	36.364	462.68	84.871	11.618	0.022918
356.05	0.053262	53.840	0.018574	6.2537	6.2547	19.995	69.498	75.648	1553.5	-0.18804	341.61	0.66879	0.062140	0.018176	55.017	44.771	47.702	136.40	27.323	36.398	463.03	84.094	11.639	0.022973
356.67	0.054595	53.818	0.018581	6.3008	6.3018	20.127	69.439	75.657	1553.3	-0.18769	339.03	0.66917	0.062024	0.018602	53.759	44.785	47.720	136.25	27.345	36.431	463.38	83.330	11.661	0.023029
357.30	0.055956	53.796	0.018589	6.3480	6.3490	20.259	69.380	75.666	1553.1	-0.18734	336.49	0.66954	0.061909	0.019035	52.534	44.799	47.739	136.10	27.368	36.465	463.72	82.577	11.682	0.023085
357.92	0.057344	53.773	0.018597	6.3951	6.3962	20.391	69.321	75.676	1552.9	-0.18699	333.99	0.66991	0.061793	0.019477	51.342	44.813	47.757	135.95	27.391	36.500	464.07	81.836	11.704	0.023141
358.54	0.058762	53.751	0.018604	6.4423	6.4434	20.523	69.262	75.685	1552.6	-0.18664	331.51	0.67027	0.061678	0.019927	50.182	44.827	47.776	135.80	27.414	36.534	464.42	81.106	11.725	0.023197
359.17	0.060209	53.728	0.018612	6.4895	6.4906	20.654	69.203	75.695	1552.4	-0.18629	329.07	0.67063	0.061562	0.020386	49.053	44.841	47.795	135.65	27.437	36.569	464.76	80.387	11.747	0.023253
359.79	0.061686	53.706	0.018620	6.5366	6.5378	20.786	69.144	75.704	1552.1	-0.18593	326.66	0.67098	0.061446	0.020854	47.953	44.855	47.813	135.51	27.461	36.605	465.10	79.678	11.769	0.023310
360.41	0.063192	53.683	0.018628	6.5838	6.5850	20.917	69.085	75.714	1551.8	-0.18558	324.28	0.67132	0.061329	0.021330	46.882	44.869	47.831	135.36	27.484	36.641	465.45	78.981	11.790	0.023367
361.03	0.064730	53.660	0.018636	6.6310	6.6322	21.047	69.026	75.724	1551.5	-0.18523	321.93	0.67166	0.061213	0.021815	45.840	44.883	47.850	135.21	27.509	36.677	465.79	78.293	11.812	0.023424
361.66	0.066298	53.637	0.018644	6.6782	6.6794	21.178	68.967	75.734	1551.2	-0.18487	319.60	0.67199	0.061096	0.022309	44.824	44.897	47.868	135.07	27.533	36.714	466.13	77.616	11.833	0.023481
362.28	0.067898	53.614	0.018652	6.7254	6.7266	21.308	68.908	75.745	1550.9	-0.18452	317.31	0.67232	0.060979	0.022813	43.835	44.910	47.887	134.92	27.557	36.751	466.47	76.948	11.855	0.023538
362.90	0.069530	53.591	0.018660	6.7726	6.7739	21.439	68.849	75.755	1550.5	-0.18416	315.05	0.67265	0.060862	0.023326	42.872	44.924	47.905	134.78	27.582	36.789	466.81	76.291	11.877	0.023596
363.53	0.071195	53.568	0.018668	6.8198	6.8211	21.569	68.790	75.766	1550.2	-0.18381	312.82	0.67296	0.060745	0.023848	41.933	44.938	47.923	134.63	27.607	36.827	467.14	75.642	11.898	0.023653
364.15	0.072893	53.545	0.018676	6.8670	6.8684	21.698	68.731	75.776	1549.8	-0.18345	310.61	0.67328	0.060628	0.024379	41.018	44.952	47.941	134.49	27.633	36.866	467.48	75.003	11.920	0.023711
364.77	0.074624	53.521	0.018684	6.9142	6.9156	21.828	68.672	75.787	1549.4	-0.18309	308.43	0.67358	0.060510	0.024921	40.127	44.965	47.960	134.35	27.658	36.904	467.81	74.374	11.941	0.023769
365.40	0.076390	53.498	0.018692	6.9614	6.9629	21.957	68.613	75.798	1549.0	-0.18273	306.28	0.67389	0.060392	0.025472	39.259	44.979	47.978	134.20	27.684	36.944	468.15	73.753	11.963	0.023828
366.02	0.078190	53.474	0.018701	7.0087	7.0101	22.086	68.554	75.809	1548.6	-0.18237	304.15	0.67418	0.060274	0.026033	38.413	44.993	47.996	134.06	27.710	36.984	468.48	73.140	11.985	0.023886
366.64	0.080025	53.450	0.018709	7.0559	7.0574	22.215	68.496	75.820	1548.2	-0.18201	302.05	0.67447	0.060156	0.026604	37.588	45.006	48.014	133.92	27.736	37.024	468.81	72.537	12.006	0.023945
367.27	0.081896	53.426	0.018717	7.1032	7.1047	22.344	68.437	75.832	1547.8	-0.18165	299.98	0.67476	0.060038	0.027185	36.784	45.020	48.032	133.78	27.763	37.065	469.14	71.942	12.028	0.024004
367.89	0.083803	53.402	0.018726	7.1504	7.1520	22.473	68.378	75.843	1547.4	-0.18129	297.93	0.67504	0.059919	0.027777	36.001	45.033	48.050	133.64	27.790	37.106	469.47	71.355	12.050	0.024063
368.51	0.085747	53.378	0.018734	7.1977	7.1993	22.601	68.320	75.855	1546.9	-0.18092	295.90	0.67532	0.059800	0.028379	35.237	45.047	48.068	133.50	27.817	37.148	469.80	70.776	12.071	0.024122
369.14	0.087729	53.354	0.018743	7.2449	7.2466	22.729	68.261	75.867	1546.4	-0.18056	293.90	0.67559	0.059682	0.028992	34.492	45.060	48.086	133.36	27.845	37.190	470.12	70.205	12.093	0.024182
369.76	0.089748	53.330	0.018751	7.2922	7.2939	22.857	68.202	75.879	1546.0	-0.18020	291.93	0.67585	0.059563	0.029616	33.765	45.074	48.104	133.23	27.873	37.232	470.45	69.642	12.114	0.024241
370.38	0.091805	53.306	0.018760	7.3395	7.3412	22.985	68.144	75.891	1545.5	-0.17983	289.97	0.67612	0.059443	0.030251	33.057	45.087	48.122	133.09	27.901	37.275	470.77	69.086	12.136	0.024301
371.01	0.093902	53.281	0.018768	7.3868	7.3886	23.112	68.085	75.903	1545.0	-0.17946	288.04	0.67637	0.059324	0.030896	32.366	45.101	48.140	132.95	27.929	37.319	471.09	68.538	12.158	0.024362
371.63	0.096038	53.257	0.018777	7.4341	7.4359	23.240	68.027	75.916	1544.5	-0.17909	286.14	0.67662	0.059204	0.031553	31.692	45.114	48.158	132.82	27.958	37.363	471.42	67.997	12.179	0.024422
372.25	0.098214	53.232	0.018786	7.4814	7.4832	23.367	67.968	75.928	1543.9	-0.17872	284.25	0.67687	0.059085	0.032221	31.035	45.127	48.176	132.68	27.987	37.408	471.74	67.463	12.201	0.024483
372.88	0.10043	53.207	0.018794	7.5287	7.5306	23.494	67.910	75.941	1543.4	-0.17835	282.39	0.67711	0.058965	0.032901	30.394	45.141	48.193	132.55	28.016	37.453	472.06	66.937	12.223	0.024543
373.50	0.10269	53.183	0.018803	7.5760	7.5780	23.621	67.852	75.954	1542.8	-0.17798	280.55	0.67734	0.058844	0.033593	29.768	45.154	48.211	132.41	28.045	37.498	472.37	66.417	12.244	0.024605
374.12	0.10499	53.158	0.018812	7.6233	7.6253	23.747	67.793	75.967	1542.3	-0.17761	278.73	0.67757	0.058724	0.034296	29.158	45.167	48.229	132.28	28.075	37.544	472.69	65.904	12.266	0.024666
374.75	0.10733	53.133	0.018821	7.6707	7.6727	23.874	67.735	75.980	1541.7	-0.17724	276.94	0.67780	0.058604	0.035011	28.562	45.181	48.246	132.14	28.105	37.591	473.01	65.397	12.288	0.024727
375.37	0.10972	53.107	0.018830	7.7180	7.7201	24.000	67.677	75.993	1541.1	-0.17686	275.16	0.67802	0.058483	0.035738	27.981	45.194	48.264	132.01	28.136	37.638	473.32	64.897	12.309	0.024789
375.99	0.11215	53.082	0.018839	7.7654	7.7675	24.126	67.619	76.007	1540.5	-0.17649	273.40	0.67823	0.058362	0.036478	27.414	45.207	48.282	131.88	28.166	37.685	473.63	64.404	12.331	0.024851
376.62	0.11462	53.057	0.018848	7.8127	7.8149	24.252	67.561	76.021	1539.9	-0.17611	271.67	0.67844	0.058241	0.037230	26.860	45.220	48.299	131.75	28.198	37.734	473.94	63.916	12.353	0.024913
377.24	0.11714	53.032	0.018857	7.8601	7.8623	24.378	67.503	76.035	1539.3	-0.17573	269.95	0.67865	0.058120	0.037994	26.320	45.233	48.316	131.62	28.229	37.782	474.25	63.435	12.374	0.024976
377.86	0.11970	53.006	0.018866	7.9075	7.9097	24.503	67.445	76.049	1538.7	-0.17535	268.26	0.67885	0.057999	0.038772	25.792	45.247	48.334	131.48	28.261	37.831	474.56	62.960	12.396	0.025038
378.49	0.12231	52.980	0.018875	7.9549	7.9572	24.628	67.387	76.063	1538.1	-0.17497	266.58	0.67904	0.057877	0.039562	25.277	45.260	48.351	131.35	28.293	37.881	474.87	62.490	12.417	0.025101
379.11	0.12497	52.955	0.018884	8.0023	8.0046	24.754	67.329	76.077	1537.4	-0.17459	264.92	0.67923	0.057755	0.040365	24.774	45.273	48.369	131.22	28.325	37.931	475.18	62.027	12.439	0.025164
379.73	0.12767	52.929	0.018893	8.0497	8.0521	24.879	67.272	76.092	1536.7	-0.17420	263.28	0.67942	0.057634	0.041182	24.283	45.286	48.386	131.10	28.358	37.982	475.48	61.569	12.461	0.025228
380.35	0.13043	52.903	0.018903	8.0971	8.0995	25.003	67.214	76.106	1536.1	-0.17382	261.66	0.67960	0.057511	0.042011	23.803	45.299	48.403	130.97	28.391	38.034	475.79	61.116	12.482	0.025291
380.98	0.13323	52.877	0.018912	8.1445	8.1470	25.128	67.157	76.121	1535.4	-0.17343	260.06	0.67977	0.057389	0.042855	23.335	45.312	48.420	130.84	28.424	38.086	476.09	60.669	12.504	0.025355
381.60	0.13608	52.851	0.018921	8.1919	8.1945	25.252	67.099	76.136	1534.7	-0.17305	258.47	0.67994	0.057267	0.043712	22.877	45.325	48.438	130.71	28.457	38.138	476.39	60.228	12.526	0.025419
382.22	0.13898	52.825	0.018931	8.2394	8.2420	25.376	67.042	76.152	1534.0	-0.17266	256.91	0.68011	0.057144	0.044583	22.430	45.337	48.455	130.58	28.491	38.191	476.69	59.791	12.547	0.025483
382.85	0.14193	52.798	0.018940	8.2868	8.2895	25.500	66.984	76.167	1533.3	-0.17227	255.36	0.68027	0.057022	0.045468	21.994	45.350	48.472	130.46	28.526	38.245	476.99	59.360	12.569	0.025548
383.47	0.14493	52.772	0.018949	8.3343	8.3370	25.624	66.927	76.183	1532.5	-0.17188	253.82	0.68043	0.056899	0.046367	21.567	45.363	48.489	130.33	28.560	38.299	477.29	58.934	12.591	0.025613
384.09	0.14799	52.746	0.018959	8.3817	8.3845	25.748	66.870	76.198	1531.8	-0.17148	252.31	0.68058	0.056776	0.047280	21.151	45.376	48.506	130.21	28.595	38.354	477.58	58.512	12.612	0.025678
384.72	0.15109	52.719	0.018968	8.4292	8.4321	25.872	66.813	76.214	1531.1	-0.17109	250.81	0.68072	0.056652	0.048208	20.743	45.389	48.523	130.08	28.631	38.409	477.88	58.096	12.634	0.025743
385.34	0.15425	52.692	0.018978	8.4767	8.4796	25.995	66.756	76.230	1530.3	-0.17069	249.32	0.68087	0.056529	0.049151	20.345	45.401	48.540	129.96	28.666	38.465	478.17	57.684	12.656	0.025809
385.96	0.15747	52.666	0.018988	8.5242	8.5272	26.118	66.699	76.247	1529.5	-0.17030	247.86	0.68100	0.056405	0.050109	19.957	45.414	48.557	129.83	28.702	38.522	478.46	57.277	12.677	0.025874
386.59	0.16074	52.639	0.018997	8.5717	8.5747	26.241	66.642	76.263	1528.7	-0.16990	246.41	0.68114	0.056282	0.051081	19.577	45.427	48.574	129.71	28.739	38.579	478.75	56.875	12.699	0.025940
387.21	0.16406	52.612	0.019007	8.6192	8.6223	26.364	66.585	76.280	1528.0	-0.16950	244.97	0.68126	0.056158	0.052069	19.205	45.440	48.590	129.58	28.775	38.637	479.04	56.477	12.720	0.026007
387.83	0.16744	52.585	0.019017	8.6667	8.6699	26.486	66.528	76.297	1527.2	-0.16910	243.55	0.68139	0.056034	0.053073	18.842	45.452	48.607	129.46	28.812	38.695	479.33	56.084	12.742	0.026073
388.46	0.17088	52.558	0.019027	8.7142	8.7175	26.609	66.471	76.314	1526.3	-0.16869	242.15	0.68150	0.055909	0.054092	18.487	45.465	48.624	129.34	28.850	38.754	479.62	55.694	12.764	0.026140
389.08	0.17438	52.530	0.019037	8.7618	8.7651	26.731	66.415	76.331	1525.5	-0.16829	240.76	0.68162	0.055785	0.055126	18.140	45.477	48.640	129.22	28.887	38.814	479.90	55.310	12.785	0.026207
389.70	0.17793	52.503	0.019046	8.8093	8.8127	26.853	66.358	76.348	1524.7	-0.16788	239.38	0.68173	0.055660	0.056177	17.801	45.490	48.657	129.10	28.926	38.874	480.19	54.929	12.807	0.026274
390.33	0.18155	52.476	0.019056	8.8569	8.8604	26.975	66.302	76.366	1523.8	-0.16747	238.02	0.68183	0.055535	0.057244	17.469	45.502	48.674	128.98	28.964	38.935	480.47	54.552	12.829	0.026342
390.95	0.18522	52.448	0.019066	8.9045	8.9080	27.097	66.246	76.384	1523.0	-0.16707	236.67	0.68193	0.055411	0.058327	17.145	45.515	48.690	128.85	29.003	38.996	480.75	54.180	12.850	0.026410
391.57	0.18895	52.421	0.019076	8.9521	8.9557	27.219	66.189	76.402	1522.1	-0.16665	235.34	0.68202	0.055285	0.059427	16.827	45.527	48.707	128.73	29.042	39.058	481.03	53.811	12.872	0.026478
392.20	0.19275	52.393	0.019087	8.9997	9.0033	27.340	66.133	76.420	1521.3	-0.16624	234.02	0.68211	0.055160	0.060543	16.517	45.539	48.723	128.62	29.081	39.121	481.31	53.446	12.893	0.026547
392.82	0.19660	52.365	0.019097	9.0473	9.0510	27.461	66.077	76.438	1520.4	-0.16583	232.72	0.68220	0.055035	0.061676	16.214	45.552	48.739	128.50	29.121	39.185	481.59	53.085	12.915	0.026615
393.44	0.20052	52.337	0.019107	9.0949	9.0987	27.583	66.021	76.457	1519.5	-0.16541	231.43	0.68228	0.054909	0.062827	15.917	45.564	48.756	128.38	29.162	39.249	481.86	52.728	12.937	0.026684
394.07	0.20451	52.309	0.019117	9.1425	9.1464	27.704	65.965	76.475	1518.6	-0.16499	230.15	0.68236	0.054783	0.063994	15.626	45.576	48.772	128.26	29.202	39.313	482.14	52.375	12.958	0.026753
394.69	0.20855	52.281	0.019127	9.1901	9.1941	27.824	65.910	76.494	1517.7	-0.16457	228.89	0.68243	0.054657	0.065179	15.342	45.588	48.788	128.14	29.243	39.379	482.41	52.025	12.980	0.026823
395.31	0.21267	52.253	0.019138	9.2378	9.2419	27.945	65.854	76.514	1516.7	-0.16415	227.64	0.68249	0.054531	0.066382	15.064	45.601	48.804	128.02	29.285	39.445	482.68	51.679	13.001	0.026893
395.94	0.21685	52.225	0.019148	9.2855	9.2896	28.065	65.798	76.533	1515.8	-0.16373	226.40	0.68256	0.054405	0.067603	14.792	45.613	48.820	127.91	29.326	39.512	482.95	51.336	13.023	0.026963
396.56	0.22109	52.197	0.019158	9.3331	9.3374	28.186	65.743	76.553	1514.9	-0.16330	225.17	0.68261	0.054279	0.068841	14.526	45.625	48.836	127.79	29.369	39.579	483.22	50.996	13.045	0.027033
397.18	0.22540	52.168	0.019169	9.3808	9.3851	28.306	65.687	76.572	1513.9	-0.16288	223.96	0.68267	0.054152	0.070098	14.266	45.637	48.852	127.67	29.411	39.647	483.48	50.660	13.066	0.027104
397.81	0.22979	52.140	0.019179	9.4285	9.4329	28.426	65.632	76.592	1512.9	-0.16245	222.76	0.68272	0.054025	0.071373	14.011	45.649	48.868	127.56	29.454	39.716	483.75	50.327	13.088	0.027175
398.43	0.23424	52.111	0.019190	9.4762	9.4807	28.546	65.577	76.612	1512.0	-0.16202	221.57	0.68276	0.053899	0.072667	13.761	45.661	48.884	127.44	29.497	39.785	484.01	49.998	13.109	0.027246
399.05	0.23876	52.082	0.019200	9.5239	9.5285	28.665	65.522	76.633	1511.0	-0.16159	220.39	0.68280	0.053772	0.073980	13.517	45.673	48.900	127.33	29.541	39.855	484.28	49.672	13.131	0.027317
399.68	0.24335	52.053	0.019211	9.5717	9.5763	28.785	65.467	76.653	1510.0	-0.16115	219.23	0.68284	0.053644	0.075312	13.278	45.685	48.916	127.21	29.585	39.926	484.54	49.348	13.152	0.027389
400.30	0.24801	52.025	0.019222	9.6194	9.6242	28.904	65.412	76.674	1509.0	-0.16071	218.07	0.68287	0.053517	0.076663	13.044	45.697	48.932	127.10	29.629	39.998	484.80	49.028	13.174	0.027461
400.92	0.25274	51.996	0.019232	9.6672	9.6720	29.024	65.357	76.695	1508.0	-0.16028	216.93	0.68289	0.053389	0.078033	12.815	45.708	48.947	126.99	29.674	40.070	485.06	48.711	13.196	0.027534
401.54	0.25755	51.967	0.019243	9.7149	9.7199	29.143	65.302	76.716	1507.0	-0.15984	215.80	0.68291	0.053262	0.079423	12.591	45.720	48.963	126.87	29.719	40.143	485.31	48.397	13.217	0.027606
402.17	0.26243	51.937	0.019254	9.7627	9.7678	29.262	65.248	76.738	1505.9	-0.15939	214.68	0.68293	0.053134	0.080833	12.371	45.732	48.979	126.76	29.765	40.216	485.57	48.086	13.239	0.027679
402.79	0.26739	51.908	0.019265	9.8105	9.8157	29.380	65.193	76.759	1504.9	-0.15895	213.57	0.68295	0.053006	0.082263	12.156	45.744	48.994	126.65	29.810	40.291	485.82	47.778	13.260	0.027752
403.41	0.27242	51.879	0.019276	9.8583	9.8636	29.499	65.139	76.781	1503.8	-0.15850	212.48	0.68295	0.052878	0.083714	11.945	45.755	49.010	126.54	29.857	40.366	486.07	47.472	13.282	0.027826
404.04	0.27753	51.849	0.019287	9.9061	9.9115	29.617	65.085	76.803	1502.8	-0.15806	211.39	0.68296	0.052749	0.085185	11.739	45.767	49.025	126.42	29.903	40.441	486.32	47.169	13.303	0.027900
404.66	0.28272	51.820	0.019298	9.9540	9.9594	29.736	65.030	76.826	1501.7	-0.15761	210.31	0.68296	0.052621	0.086676	11.537	45.779	49.040	126.31	29.951	40.518	486.57	46.869	13.325	0.027974
405.28	0.28799	51.790	0.019309	10.002	10.007	29.854	64.976	76.848	1500.6	-0.15715	209.25	0.68295	0.052492	0.088189	11.339	45.790	49.056	126.20	29.998	40.595	486.82	46.572	13.346	0.028049
405.91	0.29333	51.760	0.019320	10.050	10.055	29.972	64.922	76.871	1499.5	-0.15670	208.19	0.68294	0.052364	0.089722	11.145	45.802	49.071	126.09	30.046	40.673	487.07	46.277	13.368	0.028123
406.53	0.29875	51.731	0.019331	10.098	10.103	30.090	64.868	76.894	1498.4	-0.15624	207.15	0.68293	0.052235	0.091277	10.956	45.813	49.086	125.98	30.094	40.751	487.31	45.985	13.389	0.028198
407.15	0.30426	51.701	0.019342	10.145	10.151	30.207	64.815	76.917	1497.3	-0.15578	206.11	0.68291	0.052106	0.092854	10.770	45.824	49.101	125.87	30.143	40.831	487.56	45.696	13.411	0.028274
407.78	0.30985	51.671	0.019353	10.193	10.199	30.325	64.761	76.940	1496.2	-0.15532	205.09	0.68289	0.051976	0.094452	10.587	45.836	49.116	125.76	30.192	40.911	487.80	45.409	13.432	0.028350
408.40	0.31552	51.641	0.019365	10.241	10.247	30.442	64.707	76.964	1495.1	-0.15486	204.07	0.68287	0.051847	0.096073	10.409	45.847	49.131	125.65	30.241	40.992	488.04	45.124	13.454	0.028426
409.02	0.32127	51.610	0.019376	10.289	10.295	30.560	64.654	76.988	1494.0	-0.15440	203.07	0.68284	0.051717	0.097716	10.234	45.858	49.146	125.54	30.291	41.073	488.28	44.842	13.475	0.028502
409.65	0.32711	51.580	0.019387	10.337	10.343	30.677	64.601	77.012	1492.8	-0.15393	202.07	0.68280	0.051588	0.099381	10.062	45.870	49.161	125.44	30.341	41.156	488.51	44.563	13.497	0.028579
410.27	0.33303	51.550	0.019399	10.385	10.392	30.794	64.547	77.036	1491.7	-0.15346	201.08	0.68276	0.051458	0.10107	9.8942	45.881	49.176	125.33	30.391	41.239	488.75	44.285	13.518	0.028656
410.89	0.33904	51.519	0.019410	10.433	10.440	30.911	64.494	77.061	1490.5	-0.15299	200.11	0.68272	0.051328	0.10278	9.7295	45.892	49.191	125.22	30.442	41.322	488.98	44.010	13.540	0.028733
411.52	0.34514	51.489	0.019422	10.481	10.488	31.027	64.441	77.086	1489.3	-0.15251	199.14	0.68267	0.051198	0.10451	9.5681	45.903	49.205	125.11	30.494	41.407	489.21	43.738	13.561	0.028810
412.14	0.35132	51.458	0.019433	10.529	10.536	31.144	64.388	77.111	1488.2	-0.15203	198.18	0.68262	0.051067	0.10627	9.4099	45.914	49.220	125.01	30.545	41.492	489.45	43.467	13.583	0.028888
412.76	0.35760	51.427	0.019445	10.577	10.584	31.260	64.336	77.136	1487.0	-0.15156	197.23	0.68256	0.050937	0.10805	9.2548	45.925	49.235	124.90	30.597	41.578	489.68	43.199	13.604	0.028967
413.39	0.36396	51.397	0.019457	10.625	10.632	31.377	64.283	77.162	1485.8	-0.15107	196.29	0.68250	0.050806	0.10986	9.1027	45.936	49.249	124.79	30.650	41.665	489.90	42.933	13.626	0.029045
414.01	0.37041	51.366	0.019468	10.673	10.680	31.493	64.230	77.187	1484.6	-0.15059	195.36	0.68244	0.050676	0.11169	8.9536	45.947	49.264	124.69	30.703	41.753	490.13	42.669	13.647	0.029124
414.63	0.37696	51.335	0.019480	10.721	10.729	31.609	64.178	77.213	1483.3	-0.15010	194.43	0.68237	0.050545	0.11354	8.8075	45.958	49.278	124.58	30.756	41.841	490.35	42.407	13.669	0.029204
415.26	0.38360	51.304	0.019492	10.769	10.777	31.725	64.125	77.239	1482.1	-0.14962	193.52	0.68230	0.050414	0.11542	8.6642	45.969	49.292	124.48	30.810	41.930	490.58	42.148	13.690	0.029283
415.88	0.39034	51.272	0.019504	10.817	10.825	31.840	64.073	77.266	1480.9	-0.14912	192.61	0.68222	0.050283	0.11732	8.5236	45.980	49.307	124.37	30.864	42.020	490.80	41.890	13.712	0.029363
416.50	0.39716	51.241	0.019516	10.865	10.873	31.956	64.021	77.293	1479.6	-0.14863	191.71	0.68214	0.050151	0.11925	8.3858	45.990	49.321	124.27	30.918	42.111	491.02	41.635	13.733	0.029443
417.13	0.40409	51.210	0.019528	10.914	10.921	32.071	63.969	77.320	1478.4	-0.14813	190.82	0.68205	0.050020	0.12120	8.2507	46.001	49.335	124.16	30.973	42.202	491.24	41.381	13.754	0.029524
417.75	0.41111	51.178	0.019540	10.962	10.970	32.187	63.917	77.347	1477.1	-0.14764	189.94	0.68196	0.049888	0.12318	8.1181	46.012	49.349	124.06	31.028	42.294	491.45	41.130	13.776	0.029605
418.37	0.41823	51.147	0.019552	11.010	11.018	32.302	63.865	77.374	1475.9	-0.14713	189.06	0.68187	0.049756	0.12519	7.9881	46.022	49.363	123.96	31.083	42.387	491.67	40.880	13.797	0.029686
419.00	0.42545	51.115	0.019564	11.058	11.066	32.417	63.814	77.402	1474.6	-0.14663	188.20	0.68177	0.049624	0.12722	7.8606	46.033	49.377	123.85	31.139	42.481	491.88	40.632	13.819	0.029768
419.62	0.43276	51.083	0.019576	11.106	11.115	32.532	63.762	77.430	1473.3	-0.14612	187.34	0.68167	0.049492	0.12927	7.7355	46.043	49.391	123.75	31.195	42.576	492.09	40.386	13.840	0.029850
420.24	0.44018	51.052	0.019588	11.154	11.163	32.647	63.711	77.458	1472.0	-0.14561	186.48	0.68156	0.049360	0.13136	7.6128	46.054	49.405	123.65	31.252	42.671	492.30	40.142	13.861	0.029932
420.86	0.44770	51.020	0.019600	11.203	11.211	32.761	63.659	77.487	1470.7	-0.14510	185.64	0.68145	0.049228	0.13347	7.4925	46.064	49.419	123.54	31.309	42.767	492.51	39.900	13.883	0.030015
421.49	0.45533	50.988	0.019613	11.251	11.260	32.876	63.608	77.515	1469.4	-0.14459	184.80	0.68134	0.049095	0.13560	7.3744	46.075	49.432	123.44	31.367	42.864	492.72	39.660	13.904	0.030098
422.11	0.46305	50.955	0.019625	11.299	11.308	32.990	63.557	77.544	1468.1	-0.14407	183.98	0.68122	0.048963	0.13777	7.2585	46.085	49.446	123.34	31.424	42.962	492.93	39.422	13.926	0.030182
422.73	0.47088	50.923	0.019637	11.347	11.357	33.104	63.506	77.574	1466.7	-0.14355	183.15	0.68110	0.048830	0.13996	7.1448	46.095	49.460	123.24	31.482	43.061	493.13	39.185	13.947	0.030265
423.36	0.47882	50.891	0.019650	11.396	11.405	33.219	63.455	77.603	1465.4	-0.14303	182.34	0.68097	0.048697	0.14218	7.0332	46.105	49.473	123.14	31.541	43.160	493.33	38.950	13.968	0.030350
